username,comment,date,likes
@citizenph1L,"Don't watch CNN, watch the entire footage, approx. 41 mins long, and go figure it out yourself. The police did nothing wrong in this case.",3 years ago,0
@PlaceboHead360,"Lied to the cops. Drunk driving.  Punched a cop.  Stole his tazer. Ran. Shot tazer at cops... yeah, what a great citizen",3 years ago,1
@tuliobarese6644,This is murder  plain and simple,3 years ago,0
@pierrebibeau9861,Why burn Wendy's Restaurant?,3 years ago,0
@L34K5.,Shame on you officers.,3 years ago,0
@damianomiazzi5844,So you kill a man becouse is drunk. Police have  problem,3 years ago,0
@Qaadirey,I thing I sow other video white guy wa running away and attack the a police and he never got shot wtf,3 years ago,0
@bri9146,They had his car and he is junk.,3 years ago,0
@kaichiutsang536,2:00,3 years ago,0
@hunterwhiddon8684,He got what he got CNN watch the whole dam video he was wrong cops did the right thing,3 years ago,0
@knightnrmer,"CNN  ... half the videos 
Half the news 
All the time  .",3 years ago,0
@elijahwhitaker6584,Enough is enough where the fucking Molotovs,3 years ago,0
@connormurphy7684,CNN censorship for the sheeple,3 years ago,8
@darengoudeau742,All this manipulation manipulated bs bs!!!!!!!!!!!!!!,3 years ago,0
@flyboy008,"I used to like CNN up until today. YOU SUPPOSED TO DELIVER FACTS, WHATS THE POINT OF THIS VIDEO? FOR VIEWS? FOR MORE CONFLICTS? WHY BOTHERS TO SHOW PART OF THE CLIPS WHEN YOU HAVE SEEN THE FULL VIDEO? SHAME ON YOU CNN!",3 years ago,0
@fixitfelix718,Cnn are you SERIOUSSSS,3 years ago,0
@chef255,Another rocket scientist won’t make it to work at NASA on Monday,3 years ago,0
@user-xk2tr8sz6j,他の動画でカットされてないのを見たけど、これは明らかに黒人が悪い。黒人は検証もせずになんでもかんでも差別だと言う。前の事件だって明らかに殺人行為だけど、警察官が人種差別的な考えを持ってやっていたのかも分からないのに差別だと一方的に言いつけるのもどうかと思う。,3 years ago,0
@KM-fy4di,we can see that they are looking fir any reasen to keel the black peipme ...,3 years ago,0
@zmaxpro5681,VOTE BLUE BLUE,3 years ago,0
@RapLover03,Fake News! Show the whole video! Shame on you,3 years ago,0
@JoaquinLomeliJr,I support black lives matter but even i can understand that this was the black guys fault. Not the cop,3 years ago,1
@justinhuff7584,Show the other videos which shows the suspect stole and fired the taser at the officer. Stop playing hide the ball CNN.,3 years ago,0
@zeblackboi,I dont take CNN seriously,3 years ago,1
@cesargarces9237,Why she has to say white cops and black guy?,3 years ago,0
@920_newjuan3,Anyone that believes the Police were in the right hit that like button I’m trying to see how many clueless people watched this,3 years ago,0
@nataliocampos5156,This is why ppl hate CNN. Lol,3 years ago,0
@yeffygaming260,How about giving all the facts for once CNN? Waste of time watching anything you guys say.,3 years ago,0
@arls9430,After she said white officer.  I stopped the vid.,3 years ago,1
@sobreezymimi7622,This does not happen to white guys.,3 years ago,0
@jakusings8352,"Say hes name CNN


CANNON HINNANT",3 years ago,0
@PElotERo11000,Jewish police officer is the question?,3 years ago,0
@yashkak,Propaganda at its finest,3 years ago,0
@nunosousa7497,Is funny is not a man and officers is a black man and white officers xD,3 years ago,0
@jeromekoehn,One less rioter,3 years ago,0
@zmaxpro5681,BIDEN 2020,3 years ago,0
@fogsho,Cnn is full of it,3 years ago,0
@vahagnkarapetyan1162,"Don’t act like a animal ,if youdon’t want to get shot that’s et",3 years ago,0
@kellymonroe4380,Why doesn't CNN show all races? It's not profitable.,3 years ago,0
@nicoguerrero7301,Defund cnn o wait who owns cnn??,3 years ago,0
@workoutfanatic7873,cnn think u ppl were born yesterday lmao,3 years ago,0
@joe25253,Tabloid journalism/propaganda,3 years ago,0
@bigm8785,CNNLOL,3 years ago,1
@handsolo4914,Cnn law force analist.... what a joke of a network.. they are like a not funny onion....,3 years ago,0
@skullmx9165,Democrats is CAOS... TRUMP 2020..🇺🇸,3 years ago,0
@JorgeAcosta-gj3dj,Trump 2020 !!!,3 years ago,0
@brainwashingdetergent4128,Trash CNN,3 years ago,0
@RobertLindeman-th7ff,NB:  Don't steal police weapons and attempt to use those against them while evading arrest.,3 years ago,3
@justsomeponywithamustache8731,Faker than the Last of Us 2 reviews,3 years ago,0
@williamliles7647,The dumbass was grabbing for his gun belt.Resisting arrest is still a crime little alone.GRABBING HIS GUN BELT LEGAL SHOOT PERIOD,3 years ago,0
@griffithandy2950,"Way to go cnn, keep widening the racial divide. Pos news company. The lesson here is don’t fight the police.",3 years ago,0
@ferrocha26,That reporter is like that kid who keeps talking back to the teacher and the teacher is trying to move on,3 years ago,14
@basicallytroll2705,"Imagine Biden gets treated like this, he'll just walks out.",2 years ago,4
@aaronchristopher1239,Love him or hate him - you have to feel sympathy. He has to face a barrage of reporters criticizing and trying to trip him up each and every day.,3 years ago,1
@andrewpulido94,Damm I miss having a president that’s not afraid to take up some questions from the media,1 year ago,656
@maxpaws3977,To be fair he was a very persistent pest of a reporter. And he clung onto that mic like it was his life and even when the mic was out of his hand he went on and on.,2 years ago,1
@goldensoul1842,Nothing worse than a guy who doesn't know when he's beat. That reporter was terrible.,6 months ago,258
@orcalore,The reporter is like that one person who loses an argument but just can’t take a loss for an answer.,3 years ago,4
@cvlogsmedia,This news reporter will remember this moment for the rest of his life,2 years ago,433
@kilors206,“Trump attacks CNN reporter” if that’s called attacking then I doubt the Guardian would survive in a Call of Duty lobby,3 years ago,5
@ernestmfakudze,He cracked me up when he said those people climbing the wall were not actors and they were not from Hollywood!,1 year ago,525
@jackflash8342,President Trump being right again and again.,11 months ago,341
@WizardCrafterzSucksL,"The guardian: “Trump wickedly berates and attacks elderly women”
Reality: Trump ask’s his mother to pass the ketchup at dinner",1 year ago,456
@citizen8969,Imagine being called out by the President,4 years ago,5
@explorewithjehan4244,"No fear , no hesitation and such a brave person.",3 years ago,254
@prkycck4445,"This is how you ask the question the right way:  “Mr. President, what do you say to those who believe the caravan was not an invasion as you said it but were rather peaceful refugees?”  Simple, does not attack the president verbally, and offers room for a discussion.  These news reporters don’t know how to ask questions which is rather sad!",3 years ago,136
@kareemthephb9015,“they’re not from hollywood” killed me,1 year ago,199
@thecrabpulsar,That was savage! Sometimes I think Trump is treating these reporters the right way. They deserve every misery that comes their way bcoz of the way they behave.,3 years ago,52
@kingsmith5412,Yesmi was being disrespectful talkin out a term and that is a disgrace for the media to be doing such a thing,6 months ago,6
@marccharlton6951,For once trump is right like he’s said stop and the guy just keeps going,4 years ago,2
@JoeGallo43,Love him or hate him you cannot deny that he's the funniest Prez we've ever had.,2 years ago,830
@prathamgokani,"His finger movements at 1:53 when he gives his iconic ""CNN should be ashamed of itself"" speech are perfectly in sync with what he says",1 year ago,84
@aimeek1236,The disrespect he constantly had to deal with,1 year ago,32
@MuhammadAli-jd2ut,He has such a strong personality. Biden is nothing compared to him.,2 years ago,82
@TheGamerHenstrike,Dude just stood up and interrupted another reporter nice going guy,1 year ago,21
@theworldisyouroyster,Not a fan of Trump but... “here we go” and reporter says “climbing walls” I can’t stop laughing,3 years ago,2
@americantexmex2306,"Imagine Biden getting questions like that instead of the softball questions he normally gets from CNN. It would probably sound like this. Mr. President, earlier in your speech to the nation you mentioned you were eating chocolate chocolate chip ice cream. But it was not chocolate chocolate chip. It was chocolate mocha chip. Is this now your favorite flavor?",1 year ago,142
@sdrewe99,I don't know why Trump even bothers acknowledging any CNN reporters.,3 years ago,99
@mukiro8407,I hate when the media interpretes rather than report news.,3 months ago,13
@PeachWookiee,"If the reporter had been a bit more immature, he could have said, “Mr. President, I know you are, but what am I?”",2 years ago,31
@humanentity2214,Talks straight. Need more politicians who talk straight.,11 months ago,35
@thomaslee9740,Trump has an argument that makes sense. There should be immigrants but there also should be a process.,4 years ago,5
