username,comment,like,date,comment_length
fungames7403,Everyone needs to understand that man has reason to fear being handcuffed he saw George Floyd who cooperated until he died Problem is the police need to be trained they are peace officers and they need to train how to take down a man without gun Two officers on one drunk man who just woke up should be able to take him down without a taser Should be willing to chase him on foot and be in shape to run him out of breath If police do not want to be physical and are too afraid that they always turn to their fire arm they should do something else,0,2020-11-13 10:40:59.345294,551
storage-space4927,Common sense is not that common anymore ,0,2020-11-13 10:40:59.345294,42
Amroth228,They should have let him run they have his car,175,2020-11-13 10:40:59.345294,48
jfh667,While they could have let him run impound his car and try to catch him at his home address I have a whole lot less compassion for people picking fights with the police wrestling their weapons from them to avoid getting arrested for drunk driving,5,2020-11-13 10:40:59.345294,250
jbwong82,I just got done watching the entire video which was over an hour long They were cool as hell with him  Pretty much he done fucked up himself,0,2020-11-13 10:40:59.345294,143
albertod6770,Real reforms needed now  Every police officer should reapply for their job with higher standards required,0,2020-11-13 10:40:59.345294,108
mattyouto,Does anyone have statistics for police shootings with death rates They seem I could be wrong that they appear to be shoot multiple times to kill Does anyone end up with just a minor injury,0,2020-11-13 10:40:59.345294,196
KINGZ44four,Their ego and pride wouldnt allow them to accept this black guy out wrestled them and got away so they decided to shoot and kill rather than just accepting he got away momentarily and to just send an arrest warrant later at his address,0,2020-11-13 10:40:59.345294,238
Unknown,After being trained for many years you could not use any technique to tame an unarmed man Useless,7,2020-11-13 10:40:59.345294,99
SheldonShooter,The suspect was willing to do anything He did fight 2 cops stole a taser weapon from them and pointed it against them You can not risk that he tasers you and get your gun The shots were 100 percent legal The mayor of the city should retire for falling into the 2 cops back so fast,0,2020-11-13 10:40:59.345294,288
FPVREVIEWS,Not up to me to determine but if he takes the cops taser and tries shooting them with it the cops are in danger of being incapacitated what the taser is for and then their deadly weapons could be taken so from the cops point of view its the same as if he took their gun  and for all practical purposes its the same because after he successfully tases a cop NOTHING stops him from taking their firearms  And since he has already shown intent to use force against them its reasonable to assume he would continue to do so if given the chance   It still sucks that they chose to shoot him and could not deal with it in another way that did not result in his death but this will be hard to prove that it was not justified because its relatively easy to prove that it was   Sad all around and condolences to the family There has to be a better way  how about throwing him the cuffs and asking him to put them on   not sure but somebody figure something out so this does not keep happening,0,2020-11-13 10:40:59.345294,1012
LamePseudonym1,Clean kill,0,2020-11-13 10:40:59.345294,11
candybroughtitup,It looked like he had something in his hand when he turned and pointed at them its not fair to the process of getting justice if we lieomit information regarding the situation,4,2020-11-13 10:40:59.345294,178
edvenuto9614,Brooks acted out in a way that resulted in his death,0,2020-11-13 10:40:59.345294,53
runek12,The dude should be charged with assaulting an officer not killed,503,2020-11-13 10:40:59.345294,65
Dpol85,Yes he was searched before he faught the cops and in the scuffle is it possible that he could have managed to get more than just the tazer Or do you assume that he only got the tazer off you and your partner whom he beat in a fight,0,2020-11-13 10:40:59.345294,233
victoriabiggs4307,Lets stop condoning retaliation against our policemen Let them do their job Teach the kids how to behave in a respectful manner Lets not give criminals a pass for non compliance,0,2020-11-13 10:40:59.345294,184
dustinberthold962,If he had not resisted arrest he would still have his lifeHe went for the taser which can incapacitate the officer and go for the police officers firearm instead,6,2020-11-13 10:40:59.345294,168
moistpeanut5986,So my question is if the guy was running away and leaving his car behind couldnt they let the guy go and confiscate the car where it has all his information and then look for him later,0,2020-11-13 10:40:59.345294,190
juanvaldez5145,"A taser is not deadly force
They could have arrested him later",0,2020-11-13 10:40:59.345294,62
calebdejoun939,smh this could spark the protest even more,8,2020-11-13 10:40:59.345294,42
lukasjandik6444,So he was supposed to be arrested for the few meters he drove on a parking lot that the police officers told him to Is that a trick how to get a reason to arrest,0,2020-11-13 10:40:59.345294,163
jasonhowland2903,I wonder if theres going to be footage showing the cops are telling truth or that they shot an unarmed man just for running,0,2020-11-13 10:40:59.345294,124
hyper6220,Yall edited that video and took out the part the guy stole the cops taser,26,2020-11-13 10:40:59.345294,77
ndumisongcobo7089,Chase tackle and arrest the man with the teaser and resisting arrest but dont shoot an unarmed man whom you have asked and patted down for weapons and know he has none but shoot him cause he ran away from you and pointed a teaser at you come on,0,2020-11-13 10:40:59.345294,248
davekelder6959,Its fine to have him do the test for being drunk but arresting him is optional aslong as he doesnt drive home under the infualmce you already should habe recorded his info Plus you already know he is not armed so  there is no need to use your weaponand incase you say well you cant be sure if he lied or not well if you arnt sure they can always frisk to make sure aslong as they explain why they firsking,0,2020-11-13 10:40:59.345294,408
lennymitchell8254,The officer knows theres only one round in the taser which he used so the cop should of known he was no longer a threat  he should have just gave him one warning shot thats it not kill him,5,2020-11-13 10:40:59.345294,191
Daclamps046,If you think stealing a cops taser and running away warrants death youre a sick human being,11,2020-11-13 10:40:59.345294,93
